cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MO,MS,MT,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-13,0.046511627906976744,0.03333333333333333,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.014084507042253521,,0.0,0.045454545454545456,0.034482758620689655,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.020689655172413793,0.02,0.0,0.0,
-12,0.0,0.0,0.0,0.0,0.0,0.008583690987124463,0.005847953216374269,0.0,0.029411764705882353,0.06349206349206349,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019417475728155338,0.0,0.0,0.0,0.014084507042253521,0.0,0.027777777777777776,0.022900763358778626,0.0,0.0,0.0,0.0,0.058823529411764705,0.02242152466367713,0.008849557522123894,0.0,0.0,
-11,0.0,0.0,0.0,0.03076923076923077,0.05263157894736842,0.012987012987012988,0.004830917874396135,0.0,0.013513513513513514,0.023809523809523808,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.06,0.03125,0.0,0.0,0.0,0.006756756756756757,0.0,0.0,0.0,0.0,0.0,0.006802721088435374,0.0,0.0,0.0,
-10,0.0,0.04,0.0,0.0,0.0,0.004694835680751174,0.005405405405405406,0.0,0.014285714285714285,0.034482758620689655,0.0,0.0,0.024390243902439025,,,0.0,0.0,,0.008,0.0,0.05128205128205128,0.0,0.04918032786885246,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.02702702702702703,0.012295081967213115,0.009523809523809525,0.0,0.047619047619047616,
-9,0.0,0.0,0.0,0.0,0.0,0.005235602094240838,0.0,0.0,0.029850746268656716,0.020833333333333332,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.02702702702702703,,0.0,,0.020833333333333332,0.0,0.018867924528301886,0.0,0.0,0.006535947712418301,0.027777777777777776,0.0,0.0,0.0,0.02,0.018433179723502304,0.0,0.0,0.0,
-8,0.019230769230769232,0.0,0.0,0.0,0.0,0.022598870056497175,0.010638297872340425,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,,0.03225806451612903,0.0,,0.023529411764705882,,0.0,0.0,0.024390243902439025,0.0,0.0,0.007462686567164179,0.0625,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.0,0.0,
-7,0.0,0.0,0.0,0.0,0.0,0.0,0.004672897196261682,0.0,0.05263157894736842,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.03333333333333333,,0.01020408163265306,,0.0,0.038461538461538464,0.014925373134328358,0.0,0.01818181818181818,0.008264462809917356,0.05,0.14285714285714285,0.01639344262295082,0.0,0.0,0.005555555555555556,0.0,0.0,0.0,0.024390243902439025
-6,0.01282051282051282,0.017241379310344827,0.25,0.02127659574468085,0.0,0.013888888888888888,0.0,0.0,0.019230769230769232,0.007751937984496124,0.0,0.009389671361502348,0.0,0.0,0.0,0.018018018018018018,0.0,0.0,0.006493506493506494,,0.0,0.0,0.04,0.030303030303030304,0.026785714285714284,0.011363636363636364,0.04878048780487805,0.0,0.009708737864077669,0.011235955056179775,0.0,0.013157894736842105,0.0,0.0,0.0,0.0
-5,0.0,0.0,0.0,0.0,0.014492753623188406,0.011764705882352941,0.0,0.0,0.0196078431372549,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.046511627906976744,0.02,,0.012345679012345678,,0.022222222222222223,0.0,0.0,0.0,0.0,0.0189873417721519,0.0,0.0,0.0,0.0,0.0,0.024630541871921183,0.006535947712418301,0.0,0.0,0.03333333333333333
-4,0.011904761904761904,0.0,0.0,0.0,0.0,0.006493506493506494,0.0,0.0,0.007352941176470588,0.0070921985815602835,0.07692307692307693,0.010362694300518135,0.0,0.0,0.0,0.030927835051546393,0.0,0.0,0.024691358024691357,,0.0,0.02564102564102564,0.06818181818181818,0.0,0.0,0.012269938650306749,0.018867924528301886,0.0,0.02608695652173913,0.0136986301369863,0.017543859649122806,0.012,0.012658227848101266,0.0,0.05555555555555555,0.0
